,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
123,120,69,500,50.0,1.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6586
124,120,69,500,50.0,1.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6672
125,120,69,500,50.0,1.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6420
126,120,69,500,50.0,1.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6514
127,120,69,500,50.0,1.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6518
128,120,69,500,50.0,2.0,0.5,0.99,0.2,0.0001,"Improvement limit
",7349
129,120,69,500,50.0,2.0,1.0,0.99,0.2,0.0001,"Improvement limit
",6819
130,120,69,500,50.0,2.0,1.5,0.99,0.2,0.0001,"Improvement limit
",6842
131,120,69,500,50.0,2.0,2.0,0.99,0.2,0.0001,"Improvement limit
",6623
132,120,69,500,50.0,2.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6379
133,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
134,120,69,500,50.0,2.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6487
135,120,69,500,50.0,2.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6517
136,120,69,500,50.0,2.5,0.5,0.99,0.2,0.0001,"Improvement limit
",8465
137,120,69,500,50.0,2.5,1.0,0.99,0.2,0.0001,"Improvement limit
",7095
138,120,69,500,50.0,2.5,1.5,0.99,0.2,0.0001,"Improvement limit
",6898
139,120,69,500,50.0,2.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6911
140,120,69,500,50.0,2.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6471
141,120,69,500,50.0,2.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6465
142,120,69,500,50.0,2.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6432
143,120,69,500,50.0,2.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6633
144,120,69,500,50.0,3.0,0.5,0.99,0.2,0.0001,"Improvement limit
",8130
145,120,69,500,50.0,3.0,1.0,0.99,0.2,0.0001,"Improvement limit
",6963
146,120,69,500,50.0,3.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7103
147,120,69,500,50.0,3.0,2.0,0.99,0.2,0.0001,"Improvement limit
",6970
148,120,69,500,50.0,3.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6743
149,120,69,500,50.0,3.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6547
150,120,69,500,50.0,3.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6710
151,120,69,500,50.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6938
152,120,69,500,50.0,3.5,0.5,0.99,0.2,0.0001,"Improvement limit
",9605
153,120,69,500,50.0,3.5,1.0,0.99,0.2,0.0001,"Improvement limit
",7458
154,120,69,500,50.0,3.5,1.5,0.99,0.2,0.0001,"Improvement limit
",6989
155,120,69,500,50.0,3.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6822
156,120,69,500,50.0,3.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6515
157,120,69,500,50.0,3.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6581
158,120,69,500,50.0,3.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6974
159,120,69,500,50.0,3.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6791
160,120,69,500,50.0,4.0,0.5,0.99,0.2,0.0001,"Improvement limit
",9389
161,120,69,500,50.0,4.0,1.0,0.99,0.2,0.0001,"Improvement limit
",7806
162,120,69,500,50.0,4.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7611
163,120,69,500,50.0,4.0,2.0,0.99,0.2,0.0001,"Improvement limit
",7379
164,120,69,500,50.0,4.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6943
165,120,69,500,50.0,4.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6848
166,120,69,500,50.0,4.0,3.5,0.99,0.2,0.0001,"Improvement limit
",7110
167,120,69,500,50.0,4.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6837
